Offense Validation CD,Offense Code,Offense Txn Type CD,Offense Statute,Offense Type of Statute CD,Statute Literal 25,Offense Default Type of Charge,Offense Type of Charge,Offense Literal Identifier CD,Offense Degree,BCS Hierarchy CD,Offense Enacted,Offense Repealed,ALPS Cognizant CD
1,23228,1,487(B)(1)(A),PC,GRAND THFT FOWL/FRUIT/ETC,*,M,,,91700,19931011,,*
1,23183,1,487(B)(2),PC,G/THFT:FISH/ETC,,F,,,46200,19970101,,*
1,23184,1,487(B)(2),PC,GRTHFT:FISH/ETC,*,M,,,91700,19970101,,*
1,23142,1,487(B)(3),PC,GRAND THFT BY SERVANT/ETC,,F,,,46200,19931011,,*
1,23158,1,487(B)(3),PC,GRAND THFT BY SERVANT/ETC,*,M,,,91700,19931011,,*
1,23133,1,487(C),PC,GRAND THEFT FROM PERSON,,F,,,46300,19931011,,*
1,23165,1,487(C),PC,GRAND THEFT FROM PERSON,*,M,,,91700,19931011,,*
1,23185,1,487(D)(1),PC,GRAND THEFT:AUTO,,F,AUTO,,46400,20030101,,*
1,23186,1,487(D)(1),PC,GRAND THEFT:AUTO,,M,CAR,,91950,20030101,,*
2,23187,1,487(D)(1),PC,GRANDTHEFT:HORSE/GOAT/ETC,,F,ANI,,46500,20030101,20131231,*
2,23188,1,487(D)(1),PC,GRANDTHEFT:HORSE/GOAT/ETC,*,M,MAL,,91700,20030101,20131231,*
1,23189,1,487(D)(2),PC,GRAND THEFT:FIREARM,,F,,,46500,20030101,,*
2,23077,1,487A(A),PC,GRAND THEFT:ANML CARCASS,,F,,,47700,19530909,20201029,*
2,23207,1,487A(A),PC,GRAND THFT:ANIMAL CARCASS,*,M,,,91700,19530909,20201101,*
2,23078,1,487A(B),PC,GRAND THEFT:CARCAS PORTN,,F,,,47700,19530909,20201029,*
2,23208,1,487A(B),PC,GRAND THEFT:CARCASS PORTN,*,M,,,91700,19530909,20201101,*
2,23209,1,487A(C),PC,G/THFT:CARCAS W/O CONSENT,*,M,,,91700,20140101,20201101,*
2,23210,1,487A(C),PC,G/THFT:CARCAS W/O CONSENT,,F,,,47700,20140101,20201101,*
2,23018,1,487B,PC,GRAND THEFT:CONVERT PROP,,F,,,25500,19530909,20201028,*
1,23019,1,487C,PC,PETY THFT:CNVRT REAL PROP,,M,PRP,,91800,19530909,,*
1,23020,1,487D,PC,GRAND THEFT:GOLD DUST/ETC,,F,GLD,,25700,19530909,,*
2,23021,1,487E,PC,GRAND THEFT:DOG,,F,,,46800,19671108,20201028,*
1,23229,1,487E,PC,GRAND THEFT DOG $950+,*,M,,,91600,19671108,,*
2,23022,1,487F,PC,PETTY THEFT:DOG,,M,,,104600,19671108,20201029,*
1,23123,1,487G,PC,STEAL/ETC ANML F/SALE/ETC,,F,ANM,,47000,19911231,,*
1,23230,1,487G,PC,STEAL/ETC ANML F/SALE/ETC,*,M,,,91700,19911231,,*
1,23190,1,487H(A),PC,GRAND THEFT:CARGO EX$950,,F,,,46200,20100101,,*
1,23231,1,487H(A),PC,GRAND THEFT CARGO $950+,*,M,,,91600,20100101,,*
2,23180,1,487I,PC,GRAND THEFT:PHAP $400+,,F,,,46200,20090101,20201101,*
2,23181,1,487I,PC,GRAND THEFT:PHAP $400+,*,M,,,91700,20090101,20201101,*
1,23203,1,487J,PC,GRAND THEFT:COPPER,,M,,,91700,20120101,,*
1,23204,1,487J,PC,GRAND THEFT:COPPER,*,F,,,46200,20120101,,*
1,28046,1,487K,PC,GRAND THEFT: AG EQUIPMENT,,F,,,46550,20200101,,*
1,23024,1,488,PC,PETTY THEFT,,M,PTT,,104400,18720101,,*
4,23025,1,489,PC,GRAND THEFT,,F,,,46900,18720101,,*
1,23026,1,490,PC,PETTY THEFT,,M,,,104700,18720101,,*
1,23126,1,490.1(A),PC,PETTY THEFT -$50,,M,,,104710,19920101,,*
2,23166,1,490.1(A),PC,PETTY THEFT-$50 W/O PRIOR,N,I,,,104400,19920101,,*
1,23216,1,490.2,PC,PETTY THEFT:-$950 W/PRIOR,,F,,,51600,20141105,,*
1,23217,1,490.2,PC,PETTY THEFT:-$950,*,M,,,104400,20141105,,*
1,23220,1,490.4(A)(1),PC,ORG RETAIL THEFT INT/SELL,,M,,,91500,20190101,,*
1,23221,1,490.4(A)(1),PC,ORG RETAIL THEFT INT/SELL,*,F,,,42500,20190101,,*
1,23222,1,490.4(A)(2),PC,ORG RETAIL THEFT:RCV/POSS,,M,,,91800,20190101,,*
1,23223,1,490.4(A)(2),PC,ORG RETAIL THEFT:RCV/POSS,*,F,,,48300,20190101,,*
1,23224,1,490.4(A)(3),PC,ORG RETAIL THEFT:AGENT,*,F,,,42500,20190101,,*
1,23225,1,490.4(A)(3),PC,ORG RETAIL THEFT:AGENT,,M,,,91500,20190101,,*
1,23226,1,490.4(A)(4),PC,ORG RTL THEFT ORGANIZES,,M,,,91700,20190101,,*
1,23227,1,490.4(A)(4),PC,ORG RTL THEFT ORGANIZES,*,F,,,42500,20190101,,*
1,23105,1,490.5(A),PC,PETTY THEFT RETAIL/ETC,,M,,,104700,19790101,,*
2,23232,1,490.7(B),PC,THEFT 25+ FREE NEWSPAPERS,,I,,,172450,20070101,,*
2,23176,1,490.7(B)(1),PC,THFT:25+ FREE NWSPR:RECYC,,M,,,172350,20070101,20201111,*
1,23177,1,490.7(B)(2),PC,THFT:25+ FREE NWSPRS:SELL,,M,,,172350,20070101,,*
1,23178,1,490.7(B)(3),PC,THFT:25+ FREE NWSPRS:DPRV,,M,,,172350,20070101,,*
1,23179,1,490.7(B)(4),PC,THFT:25+ FREE NWSPRS:HRM,,M,,,172350,20070101,,*
1,23027,1,495,PC,REMOVE PART OF REALTY,,F,,,47900,18720101,,*
1,28024,1,496(A),PC,REC KNWN STOLN PROP,,M,,,91900,19930101,,*
1,28025,1,496(A),PC,REC KNWN STOLN PROP,*,F,,,48400,19930101,,*
1,28022,1,496(B),PC,DLR NOT DETERMIN OWNRSHIP,,F,,,48400,19930101,,*
2,28023,1,496(B),PC,DLR/ETC:UNDTRM OWN:STL PR,*,M,DLR,,91900,19930101,20201102,*
1,28037,1,496(D),PC,ATT 496 PC:STOLEN PROP,,F,,,48400,19980101,,*
1,28038,1,496(D),PC,ATTEMPT 496PC:STOLEN PROP,*,M,,,105800,19980101,,*
2,31054,1,496A(A),PC,BUSINESS PRACTICE VIOL,,F,,,51900,19671108,20201103,*
1,31315,1,496A(A),PC,DLR BUY METAL/ETC W/O DIL,*,M,,,91900,19671108,,*
2,31007,1,496B,PC,BUSINESS PRACTICE VIOL,,M,BUY,,172200,19230101,20201103,*
1,23028,1,496C,PC,COPY/ETC RELTY TITLE INFO,,F,CPY,,47100,19310101,,*
1,23148,1,496C,PC,COPY/ETC RELTY TITLE INFO,*,M,TFT,,105100,19310101,,*
1,28035,1,496D(A),PC,POSS STOLEN VEH/VES/ETC,,F,,,28018,19990101,,*
1,28036,1,496D(A),PC,POSS STOLEN VEH/VES/ETC,*,M,,,91950,19990101,,*
1,28042,1,496E,PC,BUY/REC STOLEN FIREHYDRNT,,M,,,91900,20090101,,*
1,28007,1,497,PC,BRNG STOLEN PROP INTO ST,,F,,,45500,18720101,,*
2,23116,1,498(B)(1),PC,THEFT OF UTILITY SERVICES,*,M,,,113100,19860101,20201101,*
1,23233,1,498(B)(1),PC,THFT UTIL SRVS DVRT $950+,,F,,,52200,19860101,,*
2,23111,1,498(B)(2),PC,THEFT OF UTILITY SERVICES,*,M,,,113100,19860101,20201029,*
1,23234,1,498(B)(2),PC,THFT UTIL SRVS TAMPER MTR,,F,,,52200,19860101,,*
2,23122,1,498(B)(3),PC,THEFT OF UTILITY SERVICES,*,M,,,113100,19910101,20201101,*
1,23235,1,498(B)(3),PC,THFT UTIL SRVS TAMPR PROP,,F,,,52200,19910101,,*
2,23113,1,498(B)(4),PC,THEFT OF UTILITY SERVICES,*,M,,,113100,19860101,20201029,*
1,23236,1,498(B)(4),PC,THFT UTIL SRVS W/O CNSNT,,F,,,52200,19860101,,*
2,23114,1,498(B)(5),PC,THEFT OF UTILITY SERVICES,*,M,,,113100,19860101,20201101,*
1,23237,1,498(B)(5),PC,THFT UTIL SRVS RCV BENEFT,,F,,,52200,19860101,,*
1,23215,1,498(C)(2),PC,ALTER METER UTILITY SVS,,M,,,113100,19860101,,*
1,23117,1,498(D),PC,THEFT UTILITY SERV $400+,,F,,,52200,19860101,,*
1,24068,1,499B(A),PC,TAKE BIKE W/OUT PERMISION,,M,,,169410,19970101,,*
1,23191,1,499B(B),PC,TAKE VESSEL W/O PERMISION,,M,,,91700,20040101,,*
1,23035,1,499C(B)(1),PC,THEFT TRADE SECRETS:STEAL,,F,,,47200,19671108,,*
1,23238,1,499C(B)(1),PC,THEFT TRADE SECRETS:STEAL,*,M,,,99200,19671108,,*
1,23036,1,499C(B)(2),PC,THEFT TRADE SECRETS:FRAUD,,F,,,47200,19671108,,*
1,23239,1,499C(B)(2),PC,THFT TRADE SECRETS FRAUD,*,M,,,99200,19671108,,*
1,23037,1,499C(B)(3),PC,THEFT TRADE SECRET:ACCESS,,F,,,47200,19671108,,*
1,23240,1,499C(B)(3),PC,THEFT TRADE SECRET:ACCESS,*,M,,,99200,19671108,,*
1,23038,1,499C(B)(4),PC,THEFT TRADE SECRETS:COPY,,F,,,47200,19671108,,*
1,23241,1,499C(B)(4),PC,THEFT TRADE SECRET: COPY,*,M,,,99200,19671108,,*
1,23039,1,499C(C),PC,THEFT OF TRD SECRTS:BRIBE,,F,,,47300,19671108,,*
1,23242,1,499C(C),PC,THEFT TRADE SECRETS:BRIBE,*,M,,,99200,19671108,,*
1,24006,1,499D,PC,TAKE AIRCRAFT W/O CONSENT,,F,,,51000,19491001,,*
1,24069,1,499D,PC,TAKE AIRCRAFT W/O CONSENT,*,M,,,91700,19491001,,*
2,23167,1,500,PC,FAIL TRNSF $ FOREIGN CNTY,,F,,,46130,19900101,20201111,*
2,23168,1,500,PC,FAIL TRNSF $ FOREIGN CNTY,*,M,,,92800,19900101,20201111,*
1,23169,1,500(A)(1),PC,FAIL SEND $:10 DAYS RCPT,,F,,,46130,19900101,,*
1,23170,1,500(A)(1),PC,FAIL SEND $:10 DAYS RCPT,*,M,,,92800,19900101,,*
1,23171,1,500(A)(2),PC,FAIL GIVE INST W/IN 10DAY,,F,,,46130,19900101,,*
1,23172,1,500(A)(2),PC,FAIL GIVE INST W/IN 10DAY,*,M,,,92800,19900101,,*
1,23173,1,500(A)(3),PC,FAIL TO REFUND CUSTOMER,,F,,,46130,19900101,,*
1,23174,1,500(A)(3),PC,FAIL TO REFUND CUSTOMER,*,M,,,92800,19900101,,*
1,26287,1,502(C)(1)(A),PC,ACC COMP/ALT DATA:DEFRAUD,*,F,,,48800,19880101,,*
1,26626,1,502(C)(1)(A),PC,ACC COMP/ALT DATA:DEFRAUD,,M,,,92700,19980101,,*
1,26232,1,502(C)(1)(B),PC,ALT/ETC COMPUTER SYS/ETC,*,F,,,48800,19880101,,*
1,26627,1,502(C)(1)(B),PC,ALT/ETC COMPUTER SYS/ETC,,M,,,92700,19980101,,*
1,26647,1,502(C)(10),PC,DSRPT/DENY GOV CMPTR SRVS,,F,,,48800,19980101,,*
1,26648,1,502(C)(10),PC,DSRPT/DENY GOV CMPTR SRVS,*,M,,,92700,19980101,,*
1,26649,1,502(C)(11),PC,ALTER CMPTR SRVS PUB SFTY,,F,,,48800,19980101,,*
1,26650,1,502(C)(11),PC,ALTER CMPTR SRVS PUB SFTY,*,M,,,92700,19980101,,*
1,26651,1,502(C)(12),PC,DSRPT PUB SFTY CMPTR SRVS,,F,,,48800,19980101,,*
1,26652,1,502(C)(12),PC,DSRPT PUB SFTY CMPTR SRVS,*,M,,,92700,19980101,,*
1,26653,1,502(C)(13),PC,PRVD ACC PUB SFTY CMPTR,,F,,,48800,19980101,,*
1,26654,1,502(C)(13),PC,PRVD ACC PUB SFTY CMPTR,*,M,,,92700,19980101,,*
2,26655,1,502(C)(13),PC,PRVD ACC PUB SFTY CMPTR,,I,,,174500,19980101,,*
1,26656,1,502(C)(14),PC,CONTAM PUB SFTY CMPTR INJ,,F,,,48800,19980101,,*
1,26657,1,502(C)(14),PC,CONTAM PUB SFTY CMPTR,*,M,,,92700,19980101,,*
1,26222,1,502(C)(2),PC,UNAUTH USE COMPUTER DATA,,F,,,48800,19880101,,*
1,26658,1,502(C)(2),PC,UNAUTH COPY/USE CMPTR DAT,*,M,,,92700,19980101,,*
1,26350,1,502(C)(3),PC,UNAUTH USE/ETC COMP SVS,*,M,,,92700,19880101,,*
1,26659,1,502(C)(3),PC,UNAUTH USE COMPUTER SRVS,,F,,,48800,19980101,,*
1,26263,1,502(C)(4),PC,UNAUTH ALTER COMPUTR DATA,,F,,,48800,19880101,,*
1,26660,1,502(C)(4),PC,UNAUTH ALTER CMPTR DATA,*,M,,,92700,19980101,,*
1,26351,1,502(C)(5),PC,DISRUPT/DENY/ETC COMP SVS,,F,,,48800,19880101,,*
1,26661,1,502(C)(5),PC,DISRUPT/DENY CMPTR SRVS,*,M,,,92700,19980101,,*
1,26352,1,502(C)(6),PC,PROVID/ASIST ACC:COMP/ETC,,F,,,48800,19880101,,*
2,26556,1,502(C)(6),PC,UNAUTH ASST:ACC COMPUTER,N,I,,,174500,19880101,,*
1,26662,1,502(C)(6),PC,PRVD/ASSIST ACCESS CMPTR,*,M,,,92700,19980101,,*
2,26253,1,502(C)(7),PC,CMPTR ACC:VCTM LOS $5000+,,F,,,48800,19880101,20201101,*
2,26254,1,502(C)(7),PC,CMPTR ACC:VCTM LOS -$5000,*,M,,,92700,19880101,20201101,*
2,26557,1,502(C)(7),PC,UNAUTH ACCES COMPUTER SYS,N,I,,,174500,19880101,,*
1,26663,1,502(C)(8),PC,INTRO CONTAM TO COMPUTER,,F,,,48800,19980101,,*
1,26664,1,502(C)(8),PC,INTRO CONTAM TO COMPUTER,*,M,,,92700,19980101,,*
1,26665,1,502(C)(9),PC,USE INTRNT DMN DMG CMPTR,,M,,,92700,19980101,,*
2,26666,1,502(C)(9),PC,USE INTRNT DMN DMG CMPTR,,I,,,174500,19980101,,*
1,23093,1,502.5,PC,REMOVAL OF STRUCTURE/FIXT,,F,,,47500,19800101,,*
1,23096,1,502.5,PC,REMOVAL OF STRUCTURE/FIXT,*,M,,,104900,19800101,,*
1,26573,1,502.6(A),PC,FRAUD:POSS/USE SCAN DVICE,,M,,,92700,20030101,,*
1,26574,1,502.6(B),PC,FRAUD:POSS/USE KEENCODER,,M,,,92700,20030101,,*
4,26203,1,502.7(A),PC,FRAUD:TELEPHONE SERVICE,,F,,,52400,19630920,,*
4,26204,1,502.7(A),PC,FRAUD:TELEPHONE SERVICE,*,M,,,109015,19630920,,*
2,26118,1,502.7(A)(1),PC,FRAUD:TELEPHONE SERVICE,,F,,,52400,19870101,20201101,*
2,26124,1,502.7(A)(1),PC,FRAUD:TELEPHONE SERVICE,*,M,,,109015,19630920,20201101,*
2,26316,1,502.7(A)(2),PC,OBT TELE/TEL:BAD CARD/ETC,,F,,,52400,19630920,20201102,*
2,26505,1,502.7(A)(2),PC,OBT TEL/TELE:BAD CARD/ETC,*,M,,,109015,19630920,20201102,*
2,26275,1,502.7(A)(3),PC,OBT TEL SVS:CDE/ETC $400+,,F,,,52400,19870101,20201102,*
2,26276,1,502.7(A)(3),PC,OBT TEL SVS:CDE/ETC -$400,*,M,,,109015,19630920,20201102,*
2,26213,1,502.7(A)(4),PC,FRAUD:TELEPHONE SERVICE,*,M,,,109015,19630920,20201101,*
2,26214,1,502.7(A)(4),PC,FRAUD:TELEPHONE SERVICE,,F,,,52400,19630920,20201101,*
2,26245,1,502.7(A)(5),PC,OBT TELE/TELE SERV:FRAUD,,F,,,52400,19650709,20201101,*
2,26246,1,502.7(A)(5),PC,OBT TELE/TELE SERV:FRAUD,*,M,,,109015,19650719,20201101,*
2,26149,1,502.7(B)(1),PC,FRAUD USE OF TELEPHONE,,F,,,52400,19870101,20201101,*
2,26150,1,502.7(B)(1),PC,FRAUD USE OF TELEPHONE,*,M,,,109015,19630920,20201101,*
2,26380,1,502.7(B)(2),PC,AD/ETC PLN/ETC:NO TEL TOL,,F,,,52400,19870101,20201102,*
1,26667,1,502.7(B)(2),PC,SELL/ETC INSTRMT AVD TOLL,*,M,,,109015,19870101,,*
1,26200,1,502.7(C),PC,FRAUD USE OF TELEPHON/ETC,,F,,,52400,19870101,,*
2,26201,1,502.7(C),PC,FRAUD USE:TELEPHONE/ETC,*,M,,,109015,19630920,20201101,*
1,26385,1,502.7(D),PC,ISSUER GAIN:TELCOM FRAUD,,F,,,52400,19940101,,*
1,26386,1,502.7(D),PC,TELCOM FRAUD:ISSUER GAIN,*,M,,,109015,19940101,,*
1,26534,1,502.8(A),PC,ADV ILLEGAL TELECOM EQUIP,,M,ADV,,109016,19980101,,*
1,26535,1,502.8(B),PC,NO PAY/ETC:IL TELCM EQUIP,*,M,,,109016,19980101,,*
1,26536,1,502.8(B),PC,NO PAY/ETC ILL TELE EQ:PR,,F,,,52401,19980101,,*
1,26537,1,502.8(D),PC,SELL/ETC ILL TELCOM EQUIP,*,M,,,92700,19980101,,*
1,26538,1,502.8(D),PC,SEL/ETC ILLEGAL TELCOM EQ,,F,SEL,,52401,19980101,,*
1,26539,1,502.8(E),PC,POS 10+ IL TELCOM:SEL/ETC,,F,POS,,52401,19980101,,*
2,26540,1,502.8(F),PC,MFG IL TELCOM 10+:SEL/ETC,,F,,,52401,19980101,20201102,*
2,27014,1,503,PC,EMBEZZLEMENT $400+,,F,,,45100,18720101,20201102,*
1,27023,1,503,PC,EMBEZZLEMENT,*,M,,,105900,18720101,,*
1,27015,1,504,PC,EMBEZL PROP:OFFICER $400+,,F,,,25800,18720101,20201102,*
1,27024,1,504,PC,PUB/PRIV OFCR EMBZEL PROP,*,M,,,107700,18720101,,*
1,27016,1,504A,PC,EMBEZZLE PROP UNDER LEASE,,F,,,44500,19170101,,*
1,27025,1,504A,PC,EMBEZZLE PROP UNDER LEASE,*,M,,,106900,19170101,,*
1,27017,1,504B,PC,DEBTR EMBEZZLE PROP PROCE,,F,,,44600,19630920,,*
1,27026,1,504B,PC,DEBTR EMBEZL PROP PROCEED,*,M,,,107000,19630920,,*
1,27018,1,505,PC,CARRIER EMBEZZLE PROPERTY,,F,,,44700,18720101,,*
1,27027,1,505,PC,CARRIER EMBEZZLE PROPERTY,*,M,,,107100,18720101,,*
1,27019,1,506,PC,EMBEZZLE PRIVATE PROPERTY,,F,,,44800,19190101,,*
1,27028,1,506,PC,EMBEZZLE PRIVATE PROPERTY,*,M,,,107200,19190101,,*
1,27051,1,506B,PC,REAL PROPERTY VIOLATION,,F,,,51300,19630920,,*
2,27020,1,507,PC,EMBEZ BY BAILE/ETC $400+,,F,,,44900,18720101,20201102,*
1,27029,1,507,PC,EMBEZZLMENT BY BAILEE/ETC,*,M,,,107300,18720101,,*
1,27021,1,508,PC,EMBEZ BY EMPLOYEE $400+,,F,,,45000,18720101,,*
1,27030,1,508,PC,EMBEZZLEMENT BY EMPLOYEE,*,M,,,107500,18720101,,*
1,27022,1,514,PC,EMBEZZLEMENT,,F,,,45200,18720101,,*
1,27031,1,514,PC,EMBEZZLEMENT,*,M,,,107600,18720101,,*
2,21005,1,518,PC,EXTORTION,,F,,,20100,18720101,20201111,*
1,21024,1,518(A),PC,EXTRTN FRC/FEAR/OFCL RT,,M,,,93200,18720101,,*
1,21007,1,519.1,PC,EXTORTION BY THREAT:INJ,,F,,,19800,18720101,,*
1,21008,1,519.2,PC,EXTORTION BY THREAT,,F,,,19800,18720101,,*
1,21009,1,519.3,PC,EXTORT BY THREAT:DISGRACE,,F,,,19800,18720101,,*
1,21010,1,519.4,PC,EXTORTION BY THREAT,,F,,,19800,18720101,,*
1,21022,1,519.5,PC,EXTORT BY THREAT:IMMIGRTN,,F,,,19800,20140101,,*
1,21011,1,520,PC,EXTORTION,,F,,,20100,18720101,,*
1,21012,1,521,PC,EXTORT UNDR COLOR OF OFCL,,M,,,124100,18720101,,*
1,21013,1,522,PC,OBTAIN SIGNATURE BY THRT,,F,,,19900,18720101,,*
1,21014,1,523,PC,THRTNG LTR W/INT TO EXTOR,,F,,,20000,18720101,20201111,*
2,21023,1,523(B)(1),PC,THRTN RANSOMWARE EXTORT $,,F,,,20100,20170101,20201028,*
1,21015,1,524,PC,ATTEMPTED EXTORTION,,F,,,69600,19290101,,*
1,21025,1,524,PC,ATTEMPTED EXTORTION,*,M,,,93100,19290101,,*
2,29153,1,525(A),HN,ABANDONMENT OF VESSEL,N,I,,,175880,19810101,,*
2,29154,1,525(B),HN,ABANDON VESSEL:LIABILITY,N,I,,,175880,19810101,,*
1,21016,1,526,PC,EXTORT W/FALSE COURT DOC,,M,,,124200,19290101,,*
1,25020,1,527,PC,SELL FALSE COURT DOCUMENT,,M,,,124300,19290101,,*
2,44009,1,528,PC,FALSE PERSONATION,,F,,,27510,18720101,20201104,*
1,44074,1,528.5(A),PC,IMPERSN W/O CNSNT:WEBSITE,,M,,,91650,20110101,,*
2,44010,1,529,PC,FALSE PERSONATE:SPEC CIRC,,F,,,55500,19050101,20110930,*
2,44048,1,529,PC,FALSE PERSONATION:SP CIRC,*,M,,,92500,19050101,20110930,*
1,44075,1,529(A),PC,FALSE PERSONATE:SPEC CIRC,,F,FPF,,55500,20111001,,*
1,44076,1,529(A),PC,FALSE PERSONATE:SPEC CIRC,*,M,FPA,,92500,20111001,,*
1,44077,1,529(A)(1),PC,PERSONATE TO POST BAIL,,F,,,55500,20111001,,*
1,44078,1,529(A)(1),PC,PERSONATE TO POST BAIL,*,M,,,92500,20111001,,*
1,44079,1,529(A)(2),PC,PERSNATE:RECORDED DOCUMNT,,F,,,55500,20111001,,*
1,44080,1,529(A)(2),PC,PERSNATE:RECORDED DOCUMNT,*,M,,,92500,20111001,,*
1,44081,1,529(A)(3),PC,PERSNATE:MAKE OTHR LIABLE,,F,,,55500,20111001,,*
1,44082,1,529(A)(3),PC,PERSNATE:MAKE OTHR LIABLE,*,M,,,92500,20111001,,*
2,44011,1,529.1,PC,PERSONATE TO POST BAIL,,F,,,55500,19050101,20110930,*
2,44012,1,529.2,PC,PERSNATE:RECORD DOCUMENT,,F,,,55500,19050101,20110930,*
2,44056,1,529.2,PC,PERSONATE:RECORD DOCUMENT,*,M,,,92500,19050101,20110930,*
2,44013,1,529.3,PC,PERSNATE:MAKE OTHR LIABLE,,F,,,55500,19050101,20110930,*
2,44055,1,529.3,PC,PERSNATE:MAKE OTHR LIABLE,*,M,,,92500,19050101,20110930,*
1,26285,1,529.5(A),PC,MFG/ETC DECEPTIVE GOVT ID,,M,,,92714,19910101,,*
1,26668,1,529.5(B),PC,MFG DECEPTIVE GOV ID W/PR,,F,,,54600,19910101,,*
1,26264,1,529.5(C),PC,POSS DECEPTIVE GOVT ID,,M,,,174515,19800101,,*
1,44116,1,529.6(B)(1),PC,FLS REP CENSUS TKR INTRFR,,M,,,92500,20200102,,*
1,44117,1,529.6(B)(2),PC,CENSUS ACTIVTY INT INTRFR,,M,,,92500,20200102,,*
1,26575,1,529.7,PC,OBT/ASSIST OBT DMV DOC,,M,,,92500,20030101,,*
2,26123,1,529A,PC,POSS FALSE BIRTH DOCUMENT,*,M,BIR,,92500,19800101,20201101,*
1,26353,1,529A,PC,DECV W/FAKE BIRTH/ETC CRT,,F,FAK,,55600,19800101,,*
1,44014,1,530,PC,PERSONATE GET MONEY/PROP,,F,,,48000,19050101,,*
1,44043,1,530,PC,PERSONATE GET MONEY/PROP,*,M,,,109600,19050101,,*
1,44050,1,530.5(A),PC,GET CREDIT/ETC OTHER'S ID,,F,,,48000,19990101,,*
1,44053,1,530.5(A),PC,OBT CREDIT/ETC:OTHER'S ID,*,M,,,91700,19990101,,*
1,44067,1,530.5(C)(1),PC,POSS PRSNL ID WIT DEFRAUD,,M,,,91700,19990101,,*
2,44070,1,530.5(C)(2),PC,USE ID W/INT DEFRD:W/PC,,F,,,48000,20080101,20201124,*
2,44071,1,530.5(C)(2),PC,USE ID W/INT DEFRD:W/PC,*,M,,,91700,20080101,20201124,*
2,44068,1,530.5(C)(3),PC,POSS ID OF 10+ PRSN:WID,,F,,,48000,19990101,20201104,*
2,44069,1,530.5(C)(3),PC,POSS ID OF 10+ PRSN:WID,*,M,,,91700,19990101,20201104,*
2,44060,1,530.5(D),PC,ACQUIRE PERS ID WIT DEFRD,,M,,,91700,19990101,20070101,*
2,44062,1,530.5(D)(1),PC,CONVEY PERS ID WIT DEFRD,,F,,,48000,19990101,20201104,*
2,44063,1,530.5(D)(1),PC,CONVEY PERS ID WIT DEFRD,*,M,,,91700,19990101,20201104,*
2,44064,1,530.5(D)(2),PC,KNOWINGLY USE PERSON ID,,F,,,48000,19990101,20201104,*
1,44065,1,530.5(D)(2),PC,KNOWINGLY USE PERSON ID,*,M,,,91700,19990101,,*
2,26595,1,530.5(E),PC,WIT/DEFRD PERS ID:DEPLOYD,,M,DEP,,91700,19990101,20070101,*
1,44066,1,530.5(E),PC,COMMIT MAIL THEFT,,M,MAIL,,91700,19990101,,*
1,26021,1,531,PC,FRAUDULNT CONVEY:LAND/ETC,,M,,,113200,18720101,,*
1,26022,1,531A,PC,CONVEY PROP/ETC W/FRAUD,,M,,,92600,19290101,,*
1,26247,1,532(A),PC,FALSE PRETENSES:OBT $/ETC,,F,,,48100,19900101,,*
1,26248,1,532(A),PC,FALSE PRETENSES:OBT $/ETC,*,M,,,109700,19900101,,*
1,26114,1,532A(1),PC,FALSE FISCAL ACCOUNT,*,M,,,106100,19130101,,*
2,26133,1,532A(1),PC,USE FLS NAM/ETC:FSCL ACCT,,F,,,52800,19830101,20201101,*
1,26134,1,532A(2),PC,GAIN FROM FLS FISCAL ACCT,*,M,,,106100,19130101,,*
1,26135,1,532A(2),PC,GAIN F/FLS NAM/FISCL ACCT,,F,,,52800,19830101,,*
2,26205,1,532A(3),PC,FALSE FINANCIAL STATEMENT,,F,,,52800,19830101,20201101,*
2,26206,1,532A(3),PC,FALSE FINANCIAL STATEMENT,*,M,,,106100,19830101,20201101,*
1,26218,1,532A(4),PC,FALSE FINANCIAL STATEMENT,*,M,,,106100,19830101,,*
1,26219,1,532A(4),PC,FALSE FINANCIAL STATEMENT,,F,,,52800,19830101,,*
2,44015,1,532B,PC,IMPERS VETERAN TO SOLICIT,,M,,,106200,19491001,20201112,*
1,44100,1,532B(B),PC,FRDLNT CLM NONVET OBT MNY,,M,,,106200,19491001,,*
1,44101,1,532B(C)(1),PC,FRDLNT MIL DECOR OBT MNY,,M,,,106200,19491001,,*
2,44102,1,532B(C)(2),PC,FRDLNT CLM VET OBT MONY,,I,,,174500,19491001,,*
1,44103,1,532B(C)(2),PC,FRDLNT CLM VET OBT MONY,,M,,,106200,19491001,,*
1,44104,1,532B(D),PC,FORGE MIL DOCS OBT MONEY,,M,,,106200,19491001,,*
1,44105,1,532B(E),PC,WEAR MIL UNIF OBT MONEY,,M,,,106200,19491001,,*
1,44106,1,532B(F),PC,USE FLS MIL ID OBTN MNY,,M,,,106200,19491001,,*
1,44107,1,532B(G),PC,FLS MIL UNIF IMPRS CHAR,,M,,,106200,19491001,,*
1,44108,1,532B(H),PC,MISREP AS VET FR EMPLYMNT,,M,,,106200,19491001,,*
1,31009,1,532C,PC,LOTTERY OF REAL PROPERTY,,M,,,113400,19350915,,*
1,26548,1,532D(A),PC,FRAUD:SOLICIT CHARITY/ETC,,M,,,91720,19990101,,*
1,26026,1,532E,PC,CONSTRUCTION BRKR KICKBCK,,M,,,113500,19650917,,*
1,26610,1,532F(A)(1),PC,MORTGAGE FRAUD:DLIB MSREP,,F,,,48100,20100101,,*
